Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,Datetime,Date
1426809600,261.97,261.97,261.97,261.97,5.09454178,1334.6171101,261.97,2015-03-20T00:00:00Z,2015-03-20
1426896000,261.92,261.93,261.65,261.65,2.4540396,642.74054784,261.91123723,2015-03-21T00:00:00Z,2015-03-21
1426982400,260,260,260,260,0.207,53.82,260,2015-03-22T00:00:00Z,2015-03-22
1427068800,268.28,268.36,267.76,267.76,2.435,652.79411423,268.08793192,2015-03-23T00:00:00Z,2015-03-23
1427155200,265.98,265.98,265.98,265.98,0.29942025,79.639798095,265.98,2015-03-24T00:00:00Z,2015-03-24
1427241600,245.29,246.24,245.29,246.24,25.54836116,6279.2571663,245.77925476,2015-03-25T00:00:00Z,2015-03-25
1427328000,246.99,246.99,246.99,246.99,0.025,6.17475,246.99,2015-03-26T00:00:00Z,2015-03-26
1427414400,249.23,249.23,249.23,249.23,0.40023272,99.750000806,249.23,2015-03-27T00:00:00Z,2015-03-27
1427500800,247.93,247.93,247.27,247.27,2.76754799,685.00159149,247.51209156,2015-03-28T00:00:00Z,2015-03-28
1427587200,252.91,252.91,252.91,252.91,0.07,17.7037,252.91,2015-03-29T00:00:00Z,2015-03-29
1427760000,247.95,247.95,247.95,247.95,0.28318141,70.214830609,247.95,2015-03-31T00:00:00Z,2015-03-31
1427932800,246.68,246.7,246.68,246.68,40.65229022,10028.5122,246.68996866,2015-04-02T00:00:00Z,2015-04-02
1428019200,253.22,253.22,253.22,253.22,0.034566,8.75280252,253.22,2015-04-03T00:00:00Z,2015-04-03
1428105600,254.19,254.19,254.19,254.19,0.44507794,113.13436157,254.19,2015-04-04T00:00:00Z,2015-04-04
1428364800,255.54,255.54,255.54,255.54,1,255.54,255.54,2015-04-07T00:00:00Z,2015-04-07
1428451200,253.71,253.71,253.71,253.71,0.412,104.52852,253.71,2015-04-08T00:00:00Z,2015-04-08
1428537600,244.84,244.89,244.62,244.88,2.88688542,706.6770834,244.78875348,2015-04-09T00:00:00Z,2015-04-09
1428624000,243.75,243.78,243.75,243.78,3.14026797,765.48745769,243.76501146,2015-04-10T00:00:00Z,2015-04-10
1428796800,236.09,236.66,236.09,236.66,0.97308265,229.78243995,236.1386671,2015-04-12T00:00:00Z,2015-04-12
1428883200,236.42,236.42,236.42,236.42,0.494495,116.9085079,236.42,2015-04-13T00:00:00Z,2015-04-13
1428969600,222.97,222.97,222.74,222.74,1.5651301,348.7574471,222.82968495,2015-04-14T00:00:00Z,2015-04-14
1429056000,215.78,215.8,215.67,215.69,13.25426,2858.9944927,215.70381845,2015-04-15T00:00:00Z,2015-04-15
1429142400,222.83,223,222.83,223,21.79009891,4858.0020867,222.9453894,2015-04-16T00:00:00Z,2015-04-16
1429315200,222.6,222.6,222.6,222.6,0.91559,203.810334,222.6,2015-04-18T00:00:00Z,2015-04-18
1429401600,223.35,223.35,223.34,223.34,3.18185364,710.64363206,223.34265257,2015-04-19T00:00:00Z,2015-04-19
1429488000,222.54,222.54,222.48,222.51,2.95643428,657.85078118,222.51493484,2015-04-20T00:00:00Z,2015-04-20
1429574400,224.3,224.3,224.3,224.3,0.02496678,5.600048754,224.3,2015-04-21T00:00:00Z,2015-04-21
1429660800,235.71,235.71,235.71,235.71,0.05,11.7855,235.71,2015-04-22T00:00:00Z,2015-04-22
1429747200,233.25,233.25,232.93,232.93,3.1955,744.480575,232.97780473,2015-04-23T00:00:00Z,2015-04-23
1429833600,235.61,235.63,235.32,235.32,21.81675327,5140.1077836,235.60369959,2015-04-24T00:00:00Z,2015-04-24
1429920000,231.04,231.04,231.04,231.04,0.02,4.6208,231.04,2015-04-25T00:00:00Z,2015-04-25
1430006400,226.12,226.12,226.12,226.12,3.794529,858.01889748,226.12,2015-04-26T00:00:00Z,2015-04-26
1430179200,227.17,227.56,227.17,227.31,23.77840502,5406.913421,227.38755675,2015-04-28T00:00:00Z,2015-04-28
1430265600,225.18,225.18,225.18,225.18,0.0679,15.289722,225.18,2015-04-29T00:00:00Z,2015-04-29
1430438400,236.47,236.63,236.47,236.61,12.94901511,3063.7631689,236.60202285,2015-05-01T00:00:00Z,2015-05-01
1430524800,231.05,231.05,231.05,231.05,0.21640338,50.000000949,231.05,2015-05-02T00:00:00Z,2015-05-02
1430611200,233.83,233.83,233.83,233.83,0.2139,50.016237,233.83,2015-05-03T00:00:00Z,2015-05-03
1430697600,239.73,239.73,239.73,239.73,0.08877925,21.283049603,239.73,2015-05-04T00:00:00Z,2015-05-04
1430784000,238.22,238.45,238.22,238.23,1.48416293,353.63235481,238.27057506,2015-05-05T00:00:00Z,2015-05-05
1430870400,235.18,235.27,235.18,235.27,1.69266254,398.15436844,235.22371355,2015-05-06T00:00:00Z,2015-05-06
1430956800,228.34,228.34,228.21,228.24,35.24338488,8043.3414944,228.22272951,2015-05-07T00:00:00Z,2015-05-07
1431043200,236.92,236.96,236.72,236.86,1.20409446,285.19119105,236.85117781,2015-05-08T00:00:00Z,2015-05-08
1431129600,243.22,243.22,243.22,243.22,1.465546,356.45009812,243.22,2015-05-09T00:00:00Z,2015-05-09
1431216000,241.83,241.83,241.81,241.81,0.4967,120.10747442,241.81090079,2015-05-10T00:00:00Z,2015-05-10
1431388800,241.3,241.3,241.13,241.3,0.63784704,153.81707358,241.15040744,2015-05-12T00:00:00Z,2015-05-12
1431561600,235.97,235.97,235.97,235.97,5.02685364,1186.1866534,235.97,2015-05-14T00:00:00Z,2015-05-14
1431907200,235.69,235.69,235.5,235.5,0.5,117.79030718,235.58061437,2015-05-18T00:00:00Z,2015-05-18
1431993600,233.03,233.03,232.78,232.78,3.14389818,732.46090773,232.97857176,2015-05-19T00:00:00Z,2015-05-19
1432080000,231.4,231.4,231.4,231.4,0.84512556,195.56205458,231.4,2015-05-20T00:00:00Z,2015-05-20
1432166400,234.4,234.4,234.18,234.18,0.079,18.511,234.3164557,2015-05-21T00:00:00Z,2015-05-21
1432252800,235,235,235,235,0.642,150.87,235,2015-05-22T00:00:00Z,2015-05-22
1432684800,235.71,235.71,235.61,235.71,1.693896,399.17050616,235.65231051,2015-05-27T00:00:00Z,2015-05-27
1432771200,235.32,235.32,235.32,235.32,0.605726,142.53944232,235.32,2015-05-28T00:00:00Z,2015-05-28
1433116800,228.91,228.91,228.91,228.91,0.1107907,25.361099137,228.91,2015-06-01T00:00:00Z,2015-06-01
1433203200,223.5,223.85,223,223,54.37261069,12143.199204,223.33301731,2015-06-02T00:00:00Z,2015-06-02
1433289600,225.17,225.29,225.17,225.28,5.69208974,1281.8880068,225.2051646,2015-06-03T00:00:00Z,2015-06-03
1433376000,224.8,225.04,224.8,224.92,0.6261812,140.85929409,224.94973354,2015-06-04T00:00:00Z,2015-06-04
1433462400,222.99,223.16,222.99,223.16,5.93403895,1323.9381124,223.10910385,2015-06-05T00:00:00Z,2015-06-05
1433635200,224.95,224.99,224.95,224.99,3.31487489,745.81102085,224.98919133,2015-06-07T00:00:00Z,2015-06-07
1433721600,222.65,222.8,222.65,222.8,0.217,48.31730611,222.66039682,2015-06-08T00:00:00Z,2015-06-08
1433980800,227.88,227.88,227.8,227.8,0.1217952,27.748467642,227.82890986,2015-06-11T00:00:00Z,2015-06-11
1434067200,229.14,229.14,229.03,229.03,0.4387021,100.50001629,229.08487625,2015-06-12T00:00:00Z,2015-06-12
1434240000,231.64,231.64,231.64,231.64,0.06495475,15.04611829,231.64,2015-06-14T00:00:00Z,2015-06-14
1434326400,232.08,232.09,232.08,232.09,15.30575276,3552.2838681,232.08815168,2015-06-15T00:00:00Z,2015-06-15
1434412800,236,236,235.92,236,0.34064484,80.38023035,235.96491393,2015-06-16T00:00:00Z,2015-06-16
1434585600,247.76,247.76,247.1,247.1,24.91211165,6162.7466754,247.3795382,2015-06-18T00:00:00Z,2015-06-18
1434758400,243.75,243.85,243.7,243.85,9.1150825,2221.4351543,243.70982428,2015-06-20T00:00:00Z,2015-06-20
1434844800,244.65,244.65,244.55,244.55,0.59550145,145.66472487,244.60851416,2015-06-21T00:00:00Z,2015-06-21
1434931200,243.6,243.6,243.57,243.57,0.19832,48.305588098,243.57396177,2015-06-22T00:00:00Z,2015-06-22
1435017600,245.99,246,245.99,246,0.96141735,236.50559785,245.99680654,2015-06-23T00:00:00Z,2015-06-23
1435104000,243.85,243.89,243.74,243.88,0.33738244,82.26630126,243.83693846,2015-06-24T00:00:00Z,2015-06-24
1435190400,240.19,240.19,240.19,240.19,0.02088081,5.0153617539,240.19,2015-06-25T00:00:00Z,2015-06-25
1435276800,242.08,242.08,242.08,242.08,0.02071625,5.0149898,242.08,2015-06-26T00:00:00Z,2015-06-26
1435449600,251.28,251.28,251.21,251.21,0.74202521,186.42650572,251.24012393,2015-06-28T00:00:00Z,2015-06-28
1435622400,256.04,256.05,256.04,256.05,28.13943388,7205.0974256,256.04983584,2015-06-30T00:00:00Z,2015-06-30
1435708800,262.58,263.02,262.58,263.02,40.88625823,10750.838487,262.94503221,2015-07-01T00:00:00Z,2015-07-01
1435968000,256.06,256.08,256.06,256.08,1,256.0761,256.0761,2015-07-04T00:00:00Z,2015-07-04
1436140800,271.39,271.39,271.39,271.39,1,271.39,271.39,2015-07-06T00:00:00Z,2015-07-06
1436227200,268.53,268.82,268.51,268.55,86.6509501,23270.238494,268.55145232,2015-07-07T00:00:00Z,2015-07-07
1436313600,265.67,265.93,265.51,265.88,25.3015654,6725.9192528,265.83016293,2015-07-08T00:00:00Z,2015-07-08
1436486400,268.98,268.98,268.98,268.98,0.68588845,184.49027528,268.98,2015-07-10T00:00:00Z,2015-07-10
1436832000,292.54,292.6,292.54,292.6,0.81772483,239.26028526,292.59266257,2015-07-14T00:00:00Z,2015-07-14
1436918400,287.49,287.49,287.49,287.49,2.82981414,813.54326711,287.49,2015-07-15T00:00:00Z,2015-07-15
1437004800,285.67,285.68,285.53,285.53,0.644366,184.05643522,285.6395825,2015-07-16T00:00:00Z,2015-07-16
1437264000,276.74,276.74,276.74,276.74,0.03964,10.9699736,276.74,2015-07-19T00:00:00Z,2015-07-19
1437436800,278.95,279.32,278.94,278.94,0.1,27.909,279.09,2015-07-21T00:00:00Z,2015-07-21
1437523200,276.49,276.49,276.49,276.49,0.2273,62.846177,276.49,2015-07-22T00:00:00Z,2015-07-22
1437609600,277.5,277.5,277.37,277.37,6.71518032,1863.2802612,277.47285589,2015-07-23T00:00:00Z,2015-07-23
1437782400,289,289,289,289,0.2597,75.0533,289,2015-07-25T00:00:00Z,2015-07-25
1437955200,292.85,293.18,292.85,293.18,0.6069179,177.90658892,293.13122734,2015-07-27T00:00:00Z,2015-07-27
1438041600,294.03,294.03,293.92,293.92,15,4409.684642,293.97897613,2015-07-28T00:00:00Z,2015-07-28
1438214400,289.85,289.85,289.85,289.85,1.52299063,441.43883411,289.85,2015-07-30T00:00:00Z,2015-07-30
1438819200,281.13,281.13,281.13,281.13,1.37189077,385.67965217,281.13,2015-08-06T00:00:00Z,2015-08-06
1438992000,279.94,279.94,279.94,279.94,0.4,111.976,279.94,2015-08-08T00:00:00Z,2015-08-08
1439078400,262.19,262.2,262.19,262.2,30.4351145,7980.0299939,262.19812624,2015-08-09T00:00:00Z,2015-08-09
1439251200,264.11,264.39,264.11,264.39,4.0773,1076.892663,264.11906482,2015-08-11T00:00:00Z,2015-08-11
1439337600,271.15,271.15,271.15,271.15,2,542.3,271.15,2015-08-12T00:00:00Z,2015-08-12
1439424000,267.53,267.53,267.1,267.23,0.55592437,148.50604867,267.13354673,2015-08-13T00:00:00Z,2015-08-13
1439596800,265.57,265.61,265.57,265.61,0.6070547,161.21884487,265.57548252,2015-08-15T00:00:00Z,2015-08-15
1439683200,261.46,261.46,261.46,261.46,0.1,26.146,261.46,2015-08-16T00:00:00Z,2015-08-16
1439942400,224,224.81,223.01,224.79,123.35885857,27696.926257,224.52320473,2015-08-19T00:00:00Z,2015-08-19
1440115200,235.15,235.54,235.15,235.54,1.6465841,387.53834304,235.35897318,2015-08-21T00:00:00Z,2015-08-21
1440288000,231,231,231,231,2.7006,623.8386,231,2015-08-23T00:00:00Z,2015-08-23
1440547200,222.38,222.38,222.38,222.38,0.29203907,64.943648387,222.38,2015-08-26T00:00:00Z,2015-08-26
1440633600,225.8,225.8,225.8,225.8,0.02288308,5.166999464,225.8,2015-08-27T00:00:00Z,2015-08-27
1440720000,225.09,225.11,225.09,225.09,3.5032,788.54076358,225.09156302,2015-08-28T00:00:00Z,2015-08-28
1440806400,231.76,231.91,231.76,231.91,2.0001,463.660191,231.81850457,2015-08-29T00:00:00Z,2015-08-29
1440892800,230.41,230.41,230.41,230.41,0.046271230000000003,10.661354104,230.41,2015-08-30T00:00:00Z,2015-08-30
1440979200,229.04,229.46,229.04,229.46,5.4577255,1250.8462047,229.18818557,2015-08-31T00:00:00Z,2015-08-31
1441065600,230.25,230.25,230.25,230.25,4.35,1001.5875,230.25,2015-09-01T00:00:00Z,2015-09-01
1441152000,227.97,227.97,227.97,227.97,3.8504747,877.79271736,227.97,2015-09-02T00:00:00Z,2015-09-02
1441324800,227.24,227.24,227.24,227.24,0.94068961,213.76230698,227.24,2015-09-04T00:00:00Z,2015-09-04
1441411200,230.72,230.72,230.35,230.61,37.7133,8693.392467,230.51264321,2015-09-05T00:00:00Z,2015-09-05
1441584000,240.28,240.28,240.28,240.28,0.1,24.028,240.28,2015-09-07T00:00:00Z,2015-09-07
1441670400,240.07,240.51,240.07,240.51,0.14925033,35.846411775,240.17643227,2015-09-08T00:00:00Z,2015-09-08
1441756800,244.04,244.18,244.02,244.02,0.23928545,58.404100479,244.0771074,2015-09-09T00:00:00Z,2015-09-09
1441843200,238.35,238.35,238.35,238.35,0.11432129,27.248479472,238.35,2015-09-10T00:00:00Z,2015-09-10
1442102400,234.79,234.79,234.79,234.79,7.1146,1670.436934,234.79,2015-09-13T00:00:00Z,2015-09-13
1442275200,229.84,229.84,229.84,229.84,0.1187,27.282008,229.84,2015-09-15T00:00:00Z,2015-09-15
1442361600,229.99,230.06,229.99,229.99,10.39,2390.091519,230.03768229,2015-09-16T00:00:00Z,2015-09-16
1442448000,228.34,228.34,228.14,228.14,0.24883489,56.805513369,228.28596653,2015-09-17T00:00:00Z,2015-09-17
1442707200,230,230,230,230,9.93481803,2285.0081469,230,2015-09-20T00:00:00Z,2015-09-20
